1022,1020,1018,1036 5',1036 6',1034 5' ,1034 6' ,1032 5' ,1032 6' ,1050 5',1050 6',1048 5',1048 6',1046 5',1046 6'
0.551,0.085,0.014,0.18,0.106,0.012,0.018,0.002,0.002,0.019,0.011,0,0,0,0
0.75024975,0.036963037,0.022977023,0.145854146,0.014985015,0.005994006,0.002997003,0.007992008,0,0.005994006,0.001998002,0.000999001,0,0.002997003,0
0.737,0.06,0.021,0.122,0.038,0.004,0.006,0.001,0,0.009,0.002,0,0,0,0
0.671671672,0.028028028,0.009009009,0.248248248,0.011011011,0.006006006,0.001001001,0.003003003,0,0.019019019,0.003003003,0,0,0,0
0.764,0.025,0.03,0.144,0.016,0.005,0.002,0.005,0,0.009,0,0,0,0,0
0.2,0.31,0.06,0.06,0.1,0.03,0.16,0,0.01,0.02,0.03,0.01,0.01,0,0
0.204066934,0.31210237,0.056898663,0.056898663,0.104434254,0.026108564,0.159652366,0.004033323,0.009423091,0.024007875,0.029889804,0.012484095,0,0,0
0.457,0.03,0.008,0.314,0.072,0.013,0.004,0.004,0,0.084,0.012,0.001,0,0.001,0
0.817,0.021,0.018,0.103,0.022,0.003,0,0.005,0,0.009,0,0.001,0,0.001,0
0.544,0.041,0.012,0.258,0.058,0.014,0.009,0.006,0,0.051,0.007,0,0,0,0
0.581581582,0.084084084,0.016016016,0.212212212,0.055055055,0.017017017,0.007007007,0.003003003,0,0.021021021,0.003003003,0,0,0,0
0.663336663,0.046953047,0.01998002,0.214785215,0.015984016,0.007992008,0.000999001,0.002997003,0,0.025974026,0.000999001,0,0,0,0
0.829170829,0.015984016,0.007992008,0.12987013,0.005994006,0.001998002,0,0.000999001,0,0.006993007,0.000999001,0,0,0,0
0.494,0.058,0.024,0.249,0.057,0.014,0.015,0.008,0.001,0.038,0.019,0.004,0.005,0.011,0.003
0.429429429,0.103103103,0.017017017,0.229229229,0.104104104,0.04004004,0.022022022,0.005005005,0.001001001,0.034034034,0.013013013,0.002002002,0,0,0
0.57957958,0.124124124,0.017017017,0.158158158,0.066066066,0.024024024,0.009009009,0.003003003,0,0.015015015,0.003003003,0.001001001,0,0,0
0.88,0.006,0.003,0.085,0.02,0,0.001,0,0,0.005,0,0,0,0,0
0.798403194,0.02994012,0.013972056,0.122754491,0.01996008,0.002994012,0.000998004,0.001996008,0,0.007984032,0.000998004,0,0,0,0
0.911087454,0.010601992,0.003860401,0.064282556,0.002929401,0.001494576,0.001143321,0.000415861,7.49373E-05,0.003489917,0.000619583,0,0,0,0
0.908412753,0.008965844,0.003231263,0.070824693,0.001993185,0.001309004,0.000202936,0.000441896,8.74798E-05,0.003822489,0.000708458,0,0,0,0
0.90300732,0.009368856,0.003985326,0.074255524,0.002194042,0.001502818,0.000186065,0.000495646,6.65544E-05,0.004230389,0.000707459,0,0,0,0
0.573573574,0.023023023,0.002002002,0.285285285,0.044044044,0.006006006,0.004004004,0.001001001,0,0.058058058,0.003003003,0,0,0,0
0.838383838,0.02020202,0,0.111111111,0.02020202,0,0,0,0,0.01010101,0,0,0,0,0
0.828506332,0.024283806,0.00394969,0.108562899,0.018498547,0.002285535,0.001992701,0,0,0.007785103,0.004135389,0,0,0,0
0.645645646,0.08008008,0.019019019,0.15015015,0.06006006,0.015015015,0.007007007,0.004004004,0,0.014014014,0.005005005,0,0,0,0
0.689310689,0.007992008,0.001998002,0.234765235,0.037962038,0.003996004,0.001998002,0.000999001,0,0.016983017,0.003996004,0,0,0,0
0.663672655,0.031936128,0.011976048,0.226546906,0.020958084,0.006986028,0.002994012,0.003992016,0,0.02994012,0.000998004,0,0,0,0
0.746253746,0.076923077,0.004995005,0.086913087,0.058941059,0.004995005,0.006993007,0.000999001,0,0.005994006,0.005994006,0.000999001,0,0,0
0.828657315,0.017034068,0.004008016,0.131262525,0.007014028,0.001002004,0.001002004,0,0,0.009018036,0.001002004,0,0,0,0
0.30539956,0.220561685,0.063593783,0.063953712,0.096141448,0.01759001,0.123833593,0.008051898,0.027566975,0.009848526,0.037763364,0.000747506,0.012623144,0.001876305,0.010448491
0.814442349,0.026262547,0.006596362,0.135056075,0.004943738,0.001971249,0.000226769,0.000992649,1.65308E-05,0.007582891,0.001283998,0.000129176,9.23116E-05,0.000388667,1.46852E-05
0.825902704,0.004945683,0.001063363,0.148982214,0.007668739,0.000727552,0.000990117,0.000190126,1.5614E-05,0.008294555,0.001026439,8.73543E-05,0.00010554,0,0
0.790215726,0.018467423,0.003219131,0.159548037,0.008667915,0.001893982,0.000408452,0.000792203,8.78885E-05,0.014237087,0.001407293,0.000229156,0.000306777,0.000471596,4.73334E-05
0.816032633,0.017277135,0.002681541,0.136833049,0.011296027,0.001106807,0.000481639,0.000383458,4.42888E-05,0.011964468,0.001898954,0,0,0,0
0.834453158,0.014601703,0.00224784,0.126075742,0.009464907,0.001349719,0.000473385,0.000580019,0.000117609,0.008189717,0.002446202,0,0,0,0
0.786328617,0.013056047,0.001592148,0.159621175,0.021381398,0.000967344,0.001387713,0.00029366,4.17571E-05,0.011787061,0.003543081,0,0,0,0
0.872426894,0.006157751,0.001519378,0.10736912,0.004666781,0.000630334,8.64951E-05,0.000193224,1.83315E-05,0.006164399,0.000767293,0,0,0,0
0.835995528,0.008759855,0.003039377,0.136082782,0.004343527,0.001091002,0.000148404,0.000327941,6.63082E-05,0.00901231,0.001132965,0,0,0,0
0.844372297,0.016511153,0.003455459,0.11656302,0.006313481,0.001947396,0.000641359,0.000724066,5.09632E-05,0.007250395,0.001201993,0.000219096,0.000211378,0.000446076,9.18673E-05
0.867105022,0.005987921,0.001763085,0.108485532,0.006580141,0.00063296,0.000637726,0.000189437,1.94253E-05,0.007346264,0.001091406,6.05211E-05,0.00010056,0,0
0.901912838,0.008823548,0.004998311,0.075966038,0.002562457,0.000759272,9.88761E-05,0.000409186,4.59622E-05,0.004052207,0.000371304,0,0,0,0
0.89755473,0.007650501,0.003392048,0.083858611,0.002119537,0.000518027,5.64461E-05,0.000175773,1.10196E-05,0.004190572,0.000199835,2.10142E-05,0.000100669,0.000117112,3.4105E-05
0.827356451,0.01716524,0.003800213,0.130905398,0.006857223,0.00141436,0.001187144,0.000413147,7.07595E-05,0.009017439,0.001346477,8.08222E-05,0.000189234,0.000158195,3.78972E-05
0.831558991,0.015930001,0.005669926,0.132253794,0.003279271,0.00183239,0.000213766,0.000798414,2.82552E-05,0.007847896,0.000587296,0,0,0,0
0.79194725,0.023402888,0.003328317,0.143241879,0.018721736,0.001686455,0.002184602,0.000505429,5.66758E-05,0.011941522,0.002516641,6.99096E-05,0.000218405,0.000142744,3.55449E-05
0.827901987,0.017634608,0.006629297,0.128657452,0.006149505,0.002165043,0.000501857,0.001160043,3.6075E-05,0.007877991,0.000935943,5.60398E-05,0.00013198,0.000130102,3.20771E-05
0.829651097,0.015833328,0.007646362,0.130231165,0.005932721,0.002301313,0.000125768,0.000941503,3.566E-05,0.006577065,0.000724017,0,0,0,0
0.635364635,0.038961039,0.008991009,0.206793207,0.074925075,0.003996004,0.007992008,0.000999001,0,0.015984016,0.005994006,0,0,0,0
0.746253746,0.040959041,0.008991009,0.138861139,0.046953047,0.001998002,0.002997003,0,0,0.00999001,0.002997003,0,0,0,0
0.784215784,0.008991009,0.001998002,0.155844156,0.033966034,0.000999001,0.000999001,0,0,0.010989011,0.000999001,0,0,0.000999001,0
0.698,0.02,0.004,0.141,0.105,0.003,0.007,0.001,0,0.011,0.009,0,0,0.001,0
0.781563126,0.008016032,0.00501002,0.159318637,0.031062124,0.001002004,0.001002004,0.001002004,0,0.012024048,0,0,0,0,0
0.743743744,0.018018018,0.001001001,0.143143143,0.065065065,0.001001001,0.003003003,0.001001001,0,0.019019019,0.005005005,0,0,0,0
0.859719439,0.014028056,0.004008016,0.092184369,0.023046092,0.001002004,0.001002004,0,0,0.00501002,0,0,0,0,0
0.767,0.032,0.01,0.153,0.022,0.003,0.001,0.002,0,0.01,0,0,0,0,0
0.730730731,0.067067067,0.024024024,0.083083083,0.054054054,0.009009009,0.017017017,0.002002002,0.001001001,0.008008008,0.004004004,0,0,0,0
0.751818842,0.019070677,0.003924159,0.17778075,0.021951032,0.003010903,0.004127255,0.001720205,0.000117449,0.011834933,0.004251681,6.95554E-05,0.000322559,0,0
0.853824452,0.008371984,0.002252738,0.115549216,0.005870733,0.001290566,0.00048467,0,0,0.007878364,0.001136507,0.000788747,0.000247206,0.001936066,0.00036875
0.788682866,0.016842413,0.002461561,0.16111005,0.013275883,0.003134551,0.002075945,0.000969659,6.06629E-05,0.008919346,0.002252599,6.34466E-05,0.000151017,0,0
0.676565919,0.029586474,0.006262707,0.233762902,0.01784217,0.004726026,0.003014291,0.001897726,0.00014245,0.020574316,0.004541912,0.000237996,0.000379799,0.000410305,5.50077E-05
0.657763653,0.035952331,0.006242199,0.231105194,0.029706,0.005242991,0.005055369,0.002017311,0.000226555,0.019466664,0.006289955,0.000186587,0.000397634,0.000278002,6.95555E-05
0.671098456,0.027977076,0.008748209,0.248294515,0.010850695,0.005889215,0.001245745,0.003152629,7.36225E-05,0.019221928,0.00252472,0.000288321,0.000230041,0.000361762,4.30659E-05
0.493944626,0.057501955,0.023876783,0.24896805,0.056974173,0.014099182,0.015150851,0.008094931,0.001276609,0.037963306,0.019115059,0.004450118,0.004874681,0.011099004,0.002610671
0.633019377,0.042538043,0.008218939,0.256907203,0.020308019,0.006502519,0.00150354,0.002642232,5.30747E-05,0.024204392,0.002900442,0.000315617,0.000341784,0.00049842,4.63994E-05
0.689653872,0.007994075,0.001836521,0.234926012,0.03767106,0.003541713,0.001924382,0.000908485,8.24669E-05,0.017196482,0.004264931,0,0,0,0
0.57043565,0.012056857,0.001321244,0.28468476,0.087239548,0.003467006,0.003264743,0.000633793,7.64431E-05,0.024597207,0.01222275,0,0,0,0
0.484520842,0.17938658,0.028105713,0.116474338,0.103496606,0.022191948,0.031356242,0.001158141,0.001524619,0.013886472,0.015360046,0.000479717,0.001603726,0.000144379,0.000310633
0.37298054,0.22516658,0.038921981,0.119430959,0.102332325,0.043557461,0.045042906,0.002983888,0.002774897,0.022852058,0.018956242,0.001422974,0.002745973,0.000199861,0.000631354
0.614086975,0.120561826,0.017648504,0.130675401,0.062368539,0.011520599,0.017367869,0.00073786,0.000802727,0.014611708,0.008393064,0.000291494,0.000933434,0,0
0.843137255,0.009803922,0,0.078431373,0.049019608,0,0,0,0,0.009803922,0.009803922,0,0,0,0
0.855310719,0.004976012,0,0.07961619,0.047131282,0,0,0,0,0.006609646,0.006356151,0,0,0,0
0.843137255,0.019607843,0.009803922,0.058823529,0.039215686,0.009803922,0,0,0,0.009803922,0.009803922,0,0,0,0
0.851754615,0.014830551,0.005070445,0.062127984,0.035072249,0.004549372,0.002825821,0,0,0.007415275,0.007214863,0,0,0.004569413,0.004569413
0.037443974,0.02860835,0.012681017,0.042177007,0.317665288,0.059214674,0.068837568,0.004181003,0.005611264,0.05634788,0.318214182,0.015218475,0.024358343,0.007304994,0.002135981
0.099897828,0.116230245,0.010928514,0.103271225,0.215796122,0.073746993,0.125565825,0.007214544,0.009007941,0.055442271,0.151024737,0.004931842,0.02250153,0.004440382,0
0.676323676,0.02997003,0.005994006,0.233766234,0.017982018,0.004995005,0.002997003,0.001998002,0,0.020979021,0.004995005,0,0,0,0
0.691691692,0.061061061,0.015015015,0.16016016,0.042042042,0.007007007,0.004004004,0.003003003,0,0.014014014,0.002002002,0,0,0,0
0.645645646,0.047047047,0.01001001,0.231231231,0.027027027,0.007007007,0.002002002,0.003003003,0,0.026026026,0.001001001,0,0,0,0
0.831168831,0.015984016,0.005994006,0.131868132,0.002997003,0.001998002,0,0.000999001,0,0.007992008,0.000999001,0,0,0,0
0.722772277,0.069306931,0.00990099,0.079207921,0.079207921,0.00990099,0.00990099,0,0,0.00990099,0.00990099,0,0,0,0
0.726915959,0.066448146,0.011260508,0.076036301,0.082279751,0.008651638,0.008317167,0,0,0.009142195,0.010948335,0,0,0,0
0.336308275,0.245179581,0.04180348,0.019382929,0.211187132,0.016128332,0.081726527,0.002249288,0.006068014,0.004288835,0.030086934,0.005590673,0,0,0
0.181779115,0,0,0,0.391061453,0,0,0,0,0,0.427159433,0,0,0,0
0.649355739,0.081070432,0.011263291,0.135253612,0.059574317,0.0107465,0.022105756,0.000538063,0.001695736,0.013123737,0.012171137,0.000545172,0.00179884,0.000141257,0.00061641
0.276117455,0.21513815,0.03463938,0.09044527,0.144196185,0.050101508,0.102236394,0.001746981,0.007142322,0.021307075,0.043323487,0.002369204,0.009319241,0.000284145,0.001633202
0.381437478,0.182682583,0.027753709,0.112626501,0.128295468,0.032536473,0.069034975,0.001280779,0.004146796,0.019525608,0.031742424,0.001345489,0.006146927,0.000276734,0.001168057
0.946946947,0.004004004,0.007007007,0.032032032,0.009009009,0,0,0,0,0.001001001,0,0,0,0,0
0.87,0.03,0.01,0.06,0.03,0,0,0,0,0,0,0,0,0,0
0.34,0.18,0.12,0.1,0.06,0.03,0.04,0.01,0.02,0.05,0.05,0,0,0,0
0.89,0.01,0,0.08,0.02,0,0,0,0,0,0,0,0,0,0
0.89,0.01,0,0.08,0.01,0,0,0,0,0.01,0,0,0,0,0
0.848484848,0.01010101,0,0.101010101,0.03030303,0,0,0,0,0.01010101,0,0,0,0,0
0.87,0.03,0,0.09,0.01,0,0,0,0,0,0,0,0,0,0
0.87,0.03,0.01,0.07,0.01,0,0,0,0,0.01,0,0,0,0,0
0.653061224,0.12244898,0.040816327,0.081632653,0.06122449,0,0.010204082,0.010204082,0,0.010204082,0.010204082,0,0,0,0
0.732673267,0.108910891,0.01980198,0.079207921,0.02970297,0.00990099,0,0,0,0.00990099,0.00990099,0,0,0,0
0.9,0,0,0.06,0,0,0,0,0,0.02,0.02,0,0,0,0
0.2,0.02,0,0.26,0.24,0.02,0.01,0,0,0.19,0.06,0,0,0,0
0.680680681,0.046046046,0.008008008,0.199199199,0.032032032,0.005005005,0.003003003,0.002002002,0,0.02002002,0.003003003,0,0,0.001001001,0
0.282195601,0.018221094,0.001668822,0.290126514,0.242368184,0.014788282,0.016160436,0.002049976,0.000721522,0.083539205,0.044145866,0.001718348,0.002296148,0,0
0.269665724,0.023625894,0,0.30477715,0.239429154,0.017056794,0.014863629,0,0,0.093973474,0.036608182,0,0,0,0
0.270840021,0.031567683,0,0.255939005,0.263188871,0.020304976,0.026912788,0,0,0.077688604,0.053558052,0,0,0,0
0.242513773,0.042610293,0.005146274,0.215820628,0.239211616,0.021453769,0.035287636,0.002890455,0,0.103543882,0.08078155,0.002676917,0.005473414,0.001552851,0.001036942
0.227768635,0.053940391,0,0.196501493,0.299018712,0.0226123,0.032790882,0,0,0.094106174,0.073261413,0,0,0,0
0.18,0.05,0.01,0.03,0.44,0.03,0.06,0,0,0.02,0.18,0,0,0,0
0.16439366,0.030101978,0,0.103083917,0.444034894,0,0,0,0,0.049760413,0.135766065,0.025555965,0.047303108,0,0
0.11,0.06,0.01,0.02,0.43,0.03,0.07,0,0.01,0.02,0.23,0,0.01,0,0
0.12,0.12,0.02,0.05,0.3,0.09,0.07,0.02,0,0.05,0.14,0.01,0.01,0,0
0.082226738,0.016958511,0.005219788,0.076863116,0.349943858,0.046769299,0.03420005,0,0,0.097083415,0.248151035,0.017789037,0.017116264,0.005474977,0.00220391
0.581162325,0.031062124,0.01002004,0.263527054,0.04008016,0.01002004,0.00501002,0.006012024,0,0.0501002,0.003006012,0,0,0,0
0.671328671,0.086913087,0.015984016,0.137862138,0.053946054,0.008991009,0.007992008,0.002997003,0,0.010989011,0.002997003,0,0,0,0
0.347151056,0.013706702,0.00310002,0.31384505,0.101711416,0.012323222,0.004035151,0.00275415,0,0.175497028,0.025876204,0,0,0,0
0.363215669,0.013990529,0.002735328,0.398191993,0.041523174,0.006869709,0.00141699,0.002735328,0,0.1587387,0.01058258,0,0,0,0
0.364930736,0.01807276,0.003411813,0.398527533,0.027920098,0.007935795,0.00136125,0.003516079,0,0.167404734,0.006371806,0.000547396,0,0,0
0.076034444,0.056174453,0.005603236,0.07511557,0.310697776,0.047928271,0.094501914,0.003433936,0.00427229,0.077066993,0.226743966,0.014233072,0.004878557,0.003315524,0
0.566684851,0.015858718,0.00372997,0.341279608,0.014293991,0.006301197,0.000824653,0.002309029,0,0.041824725,0.006301197,0,0.000592059,0,0
0.314072573,0.015986577,0.003635885,0.37490645,0.035085585,0.007865962,0.001527921,0.002532387,0,0.236261801,0.00700297,0.00112189,0,0,0
0.402050982,0.031485291,0.01065174,0.376988064,0.046679685,0.013053603,0.00333128,0.007153375,0,0.096596665,0.012009315,0,0,0,0
0.534486024,0.028799975,0.011779449,0.311351082,0.024648627,0.013154583,0.001896647,0.006590265,0,0.055264817,0.010222694,0.001805836,0,0,0
0.424267378,0.025241224,0.005084048,0.423372299,0.076350226,0.010561931,0.004063658,0.004439591,0,0,0.025241224,0.001378421,0,0,0
0.24111944,0.066585285,0.038034322,0.23103076,0.145276985,0.057505473,0.032535991,0.015940114,0.002436416,0.095842455,0.061540945,0.006658528,0.000822227,0.002335529,0.002335529
0.457325523,0.01636605,0.005002204,0.41773024,0,0.009898821,0,0.005219978,0,0.084469938,0.003517381,0,0.000469864,0,0
0.283336074,0.018823026,0.002872988,0.361930463,0.078594389,0.017634203,0.023446225,0.003936324,0.000911431,0.150584207,0.050921239,0.004510922,0.000596393,0.000951058,0.000951058
0.373610602,0.019050966,0.003318043,0.402716244,0.050749655,0.011589337,0.00566237,0.005821128,0,0.121185309,0.005821128,0.000475216,0,0,0
0.185703255,0.027903598,0.005508555,0.25257567,0.119071388,0.052680068,0.046425814,0.008106476,0.004305814,0.144810051,0.125325642,0.012797167,0.001652567,0.006566967,0.006566967
0.408681024,0.020182906,0.002940677,0.400918368,0.019771942,0.010045791,0.000812796,0.003351641,0,0.12876877,0.00329228,0.000425576,0.00080823,0,0
0.22153702,0.053786632,0.011822408,0.224732265,0.153371783,0.03956779,0.04920678,0.005751442,0.003578675,0.095324823,0.12248441,0.011662646,0.001847917,0.002662705,0.002662705
0.19610663,0.058243669,0.013923571,0.162768503,0.223561558,0.036279726,0.066022565,0.006602257,0.005340637,0.063603917,0.145772595,0.013204513,0.001954529,0.003307665,0.003307665
0.157892761,0.077350556,0.014343647,0.113772905,0.164839291,0.076411835,0.109830279,0.011846651,0.013893061,0.069465305,0.142310003,0.029475819,0.004562181,0.007002854,0.007002854
0.233276062,0.089538896,0.025562586,0.185782732,0.148067441,0.064255682,0.053220467,0.013675285,0.005070611,0.078783053,0.076827446,0.01230636,0.003771529,0.004930925,0.004930925
0.638040344,0.02514258,0.012381773,0.269745769,0.008338745,0.0082124,0.000475056,0.005679191,0,0.029438297,0.002545844,0,0,0,0
0.509498508,0.129345901,0.014511609,0.100231701,0.140718636,0.017893102,0.046552393,0.001458743,0.002486838,0.014299318,0.020167649,0.002835602,0,0,0
0.108562674,0.116277788,0.015926199,0.069987105,0.232555576,0.099745401,0.131708016,0.006502739,0.012564614,0.03857557,0.133361255,0.02320045,0.002523944,0.004254334,0.004254334
0.307335655,0.076473191,0.019190442,0.218357414,0.163046615,0.040737606,0.049058274,0.008416861,0.003756325,0.043911964,0.058196579,0.005675369,0.000822448,0.002510629,0.002510629
0.108824501,0.114654385,0.025068501,0.092597991,0.166151694,0.11271109,0.1272858,0.009182067,0.016906664,0.057424357,0.123399211,0.027011796,0.00267203,0.008054956,0.008054956
0.216603617,0.113431894,0.026600444,0.135662266,0.203303395,0.056620946,0.076001269,0.010393174,0.00539609,0.048070803,0.086641447,0.01018417,0.001324322,0.004883082,0.004883082
0.295005481,0.061504833,0.015675568,0.246019331,0.168730072,0.027976535,0.034943454,0.007304379,0.002329564,0.063028846,0.067927461,0.004005978,0.000932914,0.002307792,0.002307792
0.369695443,0.040568349,0.007851939,0.279725313,0.126285346,0.01148346,0.017568713,0.002267247,0.001311928,0.081791027,0.056926555,0.002525707,0.000422042,0.000788466,0.000788466
0.288404708,0.06763931,0.015131547,0.200460672,0.175888073,0.03155639,0.053025081,0.007307115,0.004190275,0.053801058,0.087556048,0.007837366,0.000994544,0.003103907,0.003103907
0.196166724,0.169416716,0.029425009,0.097191695,0.174766718,0.084262525,0.108783365,0.005100335,0.009095003,0.035488344,0.067231686,0.015604171,0.000869375,0.003299168,0.003299168
0.196925648,0.108909219,0.015780724,0.11379902,0.233821424,0.061344784,0.092906231,0.004978707,0.00729025,0.04085207,0.102685835,0.013869256,0.000995741,0.002920545,0.002920545
0.195510341,0.120677073,0.018708317,0.124216484,0.210679247,0.063709404,0.107362144,0.005629349,0.007955248,0.045675261,0.079046853,0.014022811,0.001110701,0.002848383,0.002848383
0.434475831,0.103231457,0.016232017,0.227665335,0.112616135,0.023287905,0.024365405,0.002429589,0.001776137,0.033750083,0.018595566,0.00157454,0,0,0
0.366107114,0.07753797,0,0.144844125,0.243005596,0.014388489,0.053397282,0,0,0.035811351,0.064908074,0,0,0,0
0.334973031,0.136626795,0.022102945,0.102865734,0.171179131,0.054334208,0.079655004,0.003428858,0.006040065,0.026639587,0.048267767,0.009521674,0.001954449,0.001205375,0.001205375
0.834257723,0.003765234,0.001631601,0.142488266,0.009449999,0,0,0,0,0.006810644,0.001596533,0,0,0,0
0.221469741,0.037777005,0.002444599,0.203343933,0.303408526,0.025509291,0.028783663,0,0,0.106195965,0.071067276,0,0,0,0
0.254036899,0.021563026,0.001194181,0.352628135,0.19309907,0.01455712,0.009117575,0.000813709,0.000109497,0.107772168,0.045108618,0,0,0,0
0.244147683,0.022204766,0,0.283372611,0.272453522,0,0,0,0,0.126865672,0.050955748,0,0,0,0
0.240555036,0.018056135,0,0.319810481,0.211445505,0.017560366,0.012191412,0,0,0.119288797,0.057678223,0.003414046,0,0,0
0.218945487,0.016583894,0,0.29024744,0.245154485,0.020202464,0.011866567,0.006460687,0,0.124247352,0.066291625,0,0,0,0
0.151298495,0.023491787,0,0.22162316,0.243825662,0.027510339,0.048256116,0.007183162,0,0.122398406,0.154412873,0,0,0,0
0.827059937,0.004770066,0.000906697,0.124519158,0.034627214,0.000705517,0.000458905,0,0,0.005302041,0.001650465,0,0,0,0
0.84004323,0.003958211,0.001514737,0.110889438,0.03232877,0.000879181,0.00032343,0,0,0.004860987,0.005202016,0,0,0,0
0.825498407,0.003552131,0.000752089,0.121228875,0.036533846,0,0,0,0,0.005028757,0.007405895,0,0,0,0
0.221824792,0.164865,0.020509314,0.045567433,0.344627187,0.019122458,0.085650151,0.002412155,0.004756933,0.023365075,0.067299502,0,0,0,0
0.207243642,0.171815165,0.043050762,0.027541872,0.337076068,0.015882805,0.116918379,0,0,0.016760647,0.063710658,0,0,0,0
0.234534681,0.220421201,0.025970412,0.035326322,0.270922532,0.012400563,0.10961711,0.002069977,0.004424636,0.013991244,0.070321321,0,0,0,0
0.902,0.009,0.005,0.076,0.003,0.001,0,0,0,0.004,0,0,0,0,0
0.854854855,0.008008008,0.002002002,0.116116116,0.006006006,0.001001001,0,0,0,0.008008008,0.001001001,0.001001001,0,0.002002002,0
0.357914589,0.271905886,0.043785773,0.113090174,0.073567448,0.043246525,0.04208066,0.0025062,0.00355487,0.029666592,0.013106407,0.001525628,0.003281155,0.000232275,0.000535817
0.405008489,0.1375859,0.018613065,0.13967176,0.155307624,0.022746382,0.05497615,0.003828119,0.003393565,0.015181098,0.037007842,0.001566416,0.00511359,0,0
0.557865177,0.088288397,0.008625385,0.193451714,0.077827024,0.015343157,0.021295049,0.001013375,0.001387096,0.018882522,0.013488022,0.000738934,0.001794148,0,0
0.245525342,0.097829646,0.013017755,0.132685045,0.272019311,0.026110361,0.060123691,0.003168673,0.003552282,0.037125864,0.100964012,0.002064627,0.005813391,0,0
0.599189473,0.081802885,0.014121466,0.099609381,0.149296019,0.011090954,0.020391695,0,0,0.008057454,0.016440673,0,0,0,0
0.099009901,0.04950495,0,0.118811881,0.297029703,0.03960396,0.099009901,0,0,0.108910891,0.188118812,0,0,0,0
0.185177536,0.083221764,0.015555788,0.037604088,0.332274736,0.016673511,0.162789059,0,0,0.019652485,0.147051034,0,0,0,0
0.500892247,0.11079362,0.03311461,0.156328617,0.112935185,0.014585071,0.031661069,0,0,0.020525963,0.019163617,0,0,0,0
0.304453687,0.160808226,0.042990098,0.082109664,0.185624644,0.024812195,0.094753288,0.007356798,0.004986593,0.024036062,0.054042607,0.002371471,0.009071216,0.000836518,0.001746933
0.43839772,0.18101619,0.055620009,0.099240619,0.119480947,0.020149159,0.041981362,0.004736299,0.003135486,0.014992769,0.017783244,0.000993917,0.002472278,0,0
0.637869998,0.096536682,0.02905909,0.118756897,0.072700639,0.008650874,0.015651074,0,0,0.01248782,0.008286926,0,0,0,0
0.698129536,0.031872387,0.006347218,0.189672491,0.04723398,0,0,0,0,0.020779926,0.005964462,0,0,0,0
0.349575617,0.151611337,0.050263516,0.130614378,0.162382385,0.043472984,0.051684982,0,0,0.032701937,0.027692865,0,0,0,0
0.279323962,0.170223898,0.048787587,0.12958698,0.164269347,0.049956958,0.071469165,0.008539974,0.004161564,0.035847372,0.029125126,0.00373442,0.004973647,0,0
0.06,0.04,0,0.03,0.27,0.12,0.13,0,0,0.06,0.24,0.03,0.02,0,0
0.442106987,0.038860828,0.003907899,0.358275697,0.056713782,0.010211582,0.004885451,0,0,0.078185037,0.004863006,0.001084259,0.000905473,0,0
0.389227747,0.034968876,0.004290095,0.381141342,0.045284297,0.012823019,0.005915755,0,0,0.119683304,0.004373885,0.001338484,0.000953195,0,0
0.352306924,0.043158586,0.008546953,0.330054928,0.10952913,0.019499558,0.009022313,0,0,0.103078298,0.021550861,0.001217952,0.002034495,0,0
0.349962845,0.039012386,0.008999279,0.31715819,0.126297113,0.019889288,0.009668129,0,0,0.102191795,0.02331372,0.001258177,0.002249077,0,0
0.317938535,0.039742825,0.009427856,0.310456719,0.138365901,0.021918914,0.013548186,0,0,0.114802044,0.029810011,0.00191665,0.002072359,0,0
0.362796157,0.044693447,0.009837351,0.353005587,0.084612094,0.017026749,0.006074299,0,0,0.103204333,0.015263532,0.001554339,0.001932113,0,0
0.229991935,0.070004078,0.017785433,0.166763844,0.202149409,0.037105846,0.083617382,0,0,0.054931581,0.121258105,0.004079698,0.012312689,0,0
0.248454352,0.093772645,0.031980163,0.209243991,0.190212105,0.055297736,0.041967376,0,0,0.075809985,0.047092229,0.003371187,0.00279823,0,0
0.264103257,0.093864267,0.039712111,0.231305131,0.164676759,0.042347006,0.030560683,0.010804409,0.002344546,0.071205341,0.040947558,0.005097422,0.00303151,0,0
0.157419221,0.104577842,0.012428877,0.060856262,0.279152521,0.035020139,0.155778847,0.006655932,0.01003395,0.042015101,0.112995972,0.005022169,0.018043167,0,0
0.249980434,0.114323418,0.017459505,0.127039225,0.198199772,0.04500571,0.106398413,0.006353193,0.006854666,0.045968799,0.058328067,0.005602434,0.011601263,0.002616788,0.004268314
0.271511419,0.092638589,0.029083134,0.209950786,0.186989915,0.050456851,0.040574735,0.008510819,0.002049406,0.060741481,0.039851011,0.003766533,0.002671023,0.000686698,0.0005176
0.261038784,0.115573569,0.051278692,0.180509839,0.183681323,0.071729578,0.048063539,0,0,0.054671252,0.033453424,0,0,0,0
0.550241149,0.074803851,0.010799074,0.242820469,0.06620617,0.011665371,0.00655186,0,0,0.029155671,0.006445135,0.000537326,0.000773926,0,0
0.115447696,0.096575563,0.013925231,0.046348636,0.256123706,0.044812854,0.183257321,0.009532053,0.006424981,0.03538622,0.147749037,0.011398515,0.026088307,0.003164775,0.003765105
0.491500009,0.037862615,0.005188201,0.310287247,0.072924653,0.009935183,0.004085914,0,0,0.057641741,0.009477083,0.000541754,0.000555601,0,0
