1022,1020,1018,1036 5',1036 6',1034 5' ,1034 6' ,1032 5' ,1032 6' ,1050 5',1050 6',1048 5',1048 6',1046 5',1046 6'
0.975198463,0.004910227,0.008548881,0.008930353,0.00063383,0,0,0,0,0,0,0,0,0.000889123,0.000889123
0.545045145,0.265146257,0.042128525,0.02687703,0.077703985,0.008619999,0.0262791,0.000695973,0.002613838,0.001273543,0.003050565,0.000122475,0.000443566,0,0
0.566068608,0.265620389,0.048527446,0.041189081,0.041206976,0.010785641,0.019820764,0.000952151,0.001764202,0.001019829,0.002616956,6.77816E-05,0.000360176,0,0
0.646500845,0.212765651,0.049408533,0.015642138,0.043529084,0.008920389,0.019209963,0,0,0.001308103,0.002715293,0,0,0,0
0.499094693,0.254184958,0.06709778,0.059521583,0.044131566,0.033989505,0.025164574,0.002603168,0.002009353,0.005362221,0.004204763,0.001465188,0.000943213,0.000103516,0.000123919
0.467225085,0.236491289,0.056900896,0.091790044,0.077046221,0.028127026,0.023627576,0.00259458,0.002298629,0.004749878,0.007079076,0.001226015,0.000651584,7.70071E-05,0.000115096
0.944925916,0.026614481,0.012049203,0.007268661,0.009141739,0,0,0,0,0,0,0,0,0,0
0.348526747,0.367597978,0.071517116,0.025650806,0.079145609,0.031848956,0.05530657,0.003447125,0.005053876,0.004229045,0.00767617,0,0,0,0
0.49,0.18,0.03,0.04,0.15,0.01,0.07,0,0.01,0,0.02,0,0,0,0
0.51,0.25,0.04,0.03,0.1,0.01,0.05,0,0,0,0.01,0,0,0,0
0.51,0.21,0.03,0.05,0.13,0.01,0.06,0,0,0,0,0,0,0,0
0.59,0.15,0.03,0.05,0.11,0.01,0.04,0,0,0.01,0.01,0,0,0,0
0.575757576,0.191919192,0.04040404,0.04040404,0.070707071,0.01010101,0.050505051,0,0.01010101,0,0.01010101,0,0,0,0
0.65,0.12,0.02,0.05,0.11,0.01,0.03,0,0,0,0.01,0,0,0,0
0.732673267,0.089108911,0.01980198,0.04950495,0.069306931,0.00990099,0.01980198,0,0,0,0.00990099,0,0,0,0
0.792079208,0.128712871,0.02970297,0.02970297,0.01980198,0,0,0,0,0,0,0,0,0,0
0.520408163,0.204081633,0.040816327,0.051020408,0.12244898,0.010204082,0.040816327,0,0,0,0.010204082,0,0,0,0
0.92,0.05,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0
0.757575758,0.111111111,0.03030303,0.04040404,0.03030303,0.01010101,0.01010101,0.01010101,0,0,0,0,0,0,0
0.901332176,0.010247511,0.030069339,0.046001601,0.007629534,0.000643274,0.000774173,0,0,0.0023487,0.000953692,0,0,0,0
0.53,0.18,0.03,0.04,0.15,0.01,0.04,0,0,0,0.02,0,0,0,0
0.746770996,0.133900084,0.023478732,0.030991712,0.042823861,0.004290454,0.010009676,0.000591689,0.000819154,0.00332348,0.003000162,0,0,0,0
0.782363553,0.11355608,0.022377991,0.02669028,0.03918236,0.003326499,0.006756765,0.000461546,0.000401672,0.002248049,0.002635204,0,0,0,0
0.692220987,0.159972717,0.026604822,0.040254929,0.050295381,0.005811864,0.015128886,0.000721597,0.001054438,0.004343329,0.003591052,0,0,0,0
0.43,0.29,0.05,0.03,0.11,0.01,0.06,0,0.01,0,0.01,0,0,0,0
0.865988711,0.061826882,0.011787692,0.028497999,0.025099174,0.001183382,0.002002582,0,0,0.002062016,0.001551562,0,0,0,0
0.829813854,0.082148402,0.015581952,0.034796053,0.026733848,0.001922216,0.003102898,0,0,0.003379672,0.002521104,0,0,0,0
0.925504107,0.033704799,0.008198901,0.016900992,0.011622943,0.000802052,0.000714366,0,0,0.001793176,0.000758665,0,0,0,0
0.414141414,0.272727273,0.04040404,0.02020202,0.181818182,0,0.060606061,0,0,0,0.01010101,0,0,0,0
0.464646465,0.212121212,0.03030303,0.04040404,0.141414141,0.01010101,0.070707071,0,0.01010101,0,0.02020202,0,0,0,0
0.89,0.02,0.01,0.07,0.01,0,0,0,0,0,0,0,0,0,0
0.8895445,0.016092262,0.012546004,0.065710071,0.011830793,0,0,0,0,0.00427637,0,0,0,0,0
0.67,0.15,0.04,0.04,0.07,0,0.03,0,0,0,0,0,0,0,0
0.393939394,0.292929293,0.03030303,0.04040404,0.141414141,0.01010101,0.080808081,0,0,0,0.01010101,0,0,0,0
0.4,0.22,0.02,0.03,0.19,0.01,0.1,0,0.01,0,0.02,0,0,0,0
0.57,0.19,0.06,0,0.12,0.01,0.04,0,0,0,0.01,0,0,0,0
0.495049505,0.188118812,0.02970297,0.04950495,0.148514851,0.00990099,0.04950495,0,0,0.00990099,0.01980198,0,0,0,0
0.920792079,0.01980198,0.00990099,0.03960396,0.00990099,0,0,0,0,0,0,0,0,0,0
0.454545455,0.171717172,0.02020202,0.04040404,0.212121212,0.01010101,0.070707071,0,0,0,0.02020202,0,0,0,0
0.933612243,0.018518111,0.005284598,0.035891225,0.006693824,0,0,0,0,0,0,0,0,0,0
0.909090909,0.050505051,0.01010101,0.01010101,0.02020202,0,0,0,0,0,0,0,0,0,0
0.414141414,0.212121212,0.02020202,0.04040404,0.171717172,0.01010101,0.080808081,0,0.01010101,0.01010101,0.03030303,0,0,0,0
0.181818182,0.343434343,0.01010101,0.01010101,0.282828283,0,0.121212121,0,0.01010101,0,0.04040404,0,0,0,0
0.4,0.22,0.02,0.03,0.22,0.01,0.08,0,0,0,0.02,0,0,0,0
0.46,0.23,0.06,0.03,0.15,0.01,0.04,0,0,0,0.02,0,0,0,0
0.52,0.18,0.01,0.03,0.19,0,0.05,0,0,0,0.02,0,0,0,0
0.45,0.24,0.03,0.02,0.2,0.01,0.04,0,0,0,0.01,0,0,0,0
0.393939394,0.151515152,0.02020202,0.04040404,0.272727273,0.01010101,0.080808081,0,0,0,0.03030303,0,0,0,0
0.565656566,0.151515152,0.02020202,0.050505051,0.141414141,0.01010101,0.04040404,0,0,0,0.02020202,0,0,0,0
0.33,0.27,0.02,0.02,0.26,0,0.07,0,0,0,0.03,0,0,0,0
0.205882353,0.225490196,0.009803922,0.039215686,0.303921569,0.009803922,0.117647059,0,0.009803922,0.009803922,0.058823529,0,0.009803922,0,0
0.38,0.23,0.03,0.06,0.14,0.03,0.08,0,0.01,0.01,0.03,0,0,0,0
0.61,0.23,0.04,0.02,0.07,0.01,0.02,0,0,0,0,0,0,0,0
0.556701031,0.216494845,0.030927835,0.010309278,0.134020619,0,0.041237113,0,0,0,0.010309278,0,0,0,0
0.46,0.25,0.03,0.04,0.11,0.01,0.08,0,0.01,0,0.01,0,0,0,0
0.46,0.2,0.03,0.02,0.2,0.01,0.06,0,0,0,0.02,0,0,0,0
0.434343434,0.222222222,0.03030303,0.03030303,0.161616162,0.01010101,0.080808081,0,0.01010101,0,0.02020202,0,0,0,0
0.434343434,0.171717172,0.02020202,0.050505051,0.181818182,0.02020202,0.070707071,0,0.01010101,0.01010101,0.03030303,0,0,0,0
0.415841584,0.247524752,0.03960396,0.02970297,0.138613861,0.01980198,0.069306931,0,0.00990099,0.00990099,0.01980198,0,0,0,0
0.76968347,0.100416878,0.015923633,0.040339935,0.053903465,0.004419002,0.00816112,0.000231234,0.000394122,0.001532783,0.004994357,0,0,0,0
0.769395179,0.092442738,0.013309524,0.044276211,0.059672497,0.003872984,0.00894046,0.000221314,0.000324678,0.001633612,0.005263635,0.000204682,0.000442485,0,0
0.758280221,0.10223712,0.016259987,0.045929087,0.055416244,0.004117111,0.009842073,0.000263036,0.000317528,0.001647016,0.005095706,0.000115006,0.000479865,0,0
0.36928772,0.191317734,0.019376482,0.1523868,0.12012974,0.048274359,0.046049734,0.001588382,0.003959832,0.0180862,0.023358561,0.006184457,0,0,0
0.277227723,0.217821782,0.01980198,0.03960396,0.257425743,0.00990099,0.108910891,0,0.00990099,0.00990099,0.03960396,0,0.00990099,0,0
0.41,0.21,0.02,0.05,0.17,0.01,0.08,0,0.01,0.01,0.03,0,0,0,0
0.11,0.33,0.01,0.01,0.34,0,0.14,0,0.01,0,0.05,0,0,0,0
0.408163265,0.204081633,0.020408163,0.030612245,0.224489796,0.010204082,0.071428571,0,0,0,0.030612245,0,0,0,0
0.86,0.06,0.01,0.02,0.04,0,0.01,0,0,0,0,0,0,0,0
0.5,0.19,0.02,0.05,0.13,0.01,0.06,0,0.01,0.01,0.02,0,0,0,0
0.914541905,0.005796585,0.003205886,0.03750057,0.032765119,0.000957795,0.000290319,0.000642518,0.00039304,0.001577418,0.002328844,0,0,0,0
0.912084341,0.006321422,0.003225687,0.039453516,0.030956278,0.001957698,0.000662311,0.000623892,0.000245975,0.002095151,0.002373728,0,0,0,0
0.893745795,0.006758584,0.007317571,0.04413301,0.037921242,0.001692945,0.000495933,0.001617573,0.000407949,0.002355606,0.003553792,0,0,0,0
0.919424237,0.004141988,0.002730852,0.032720542,0.032754339,0.001291608,0.000298878,0.001393111,0.000220075,0.001793774,0.003230597,0,0,0,0
0.906614628,0.005100636,0.002476687,0.036820453,0.039399798,0.001317143,0.000521859,0.001554815,0.000275974,0.001832771,0.004085238,0,0,0,0
0.914697131,0.004105814,0.003525779,0.033593128,0.036201908,0.001186072,0.000255481,0.001198153,0.000146092,0.001712332,0.003378111,0,0,0,0
0.502549745,0.080691931,0.02239776,0.155584442,0.143985601,0.0129987,0.03729627,0.00159984,0.00169983,0.0209979,0.02019798,0,0,0,0
0.864109,0.045655552,0.019481296,0.051989961,0.009382096,0.002223019,0.002175212,0.001517868,0,0.001768854,0.001697144,0,0,0,0
0.85221263,0.040138502,0.005987804,0.065923985,0.022839542,0.002787225,0.003668351,0.000648181,0.000274008,0.003161361,0.002358413,0,0,0,0
0.831910719,0.050279016,0.008324129,0.060212264,0.030938343,0.00298989,0.00710168,0.001144523,0.000421952,0.003379119,0.003298364,0,0,0,0
0.877449339,0.02221344,0.003970821,0.066862019,0.019089337,0.001572262,0.002783123,0.000496066,0.000236766,0.00339096,0.001935867,0,0,0,0
0.828366594,0.014453171,0.006022994,0.106897548,0.020129244,0.005337455,0.000397817,0.003251081,0.000152022,0.009273473,0.003315667,0.000779312,0.000600163,0.000920337,0.000103122
0.874802829,0.011694641,0.005159517,0.076014351,0.015816313,0.003974576,0.000370739,0.003704467,8.70637E-05,0.004351011,0.001937336,0.000457603,0.000413284,0.000993026,0.000223243
0.886013654,0.009355791,0.003221905,0.071440553,0.016645917,0.003163239,0.000206025,0.002388412,6.84154E-05,0.004074644,0.002008831,0.000414957,0.000209458,0.000664655,0.000123544
0.89,0.02,0.01,0.05,0.01,0,0,0,0,0.01,0.01,0,0,0,0
0.890610028,0.018130276,0.008190432,0.052084783,0.011530219,0.003427258,0.003741357,0,0,0.005486794,0.006798853,0,0,0,0
0.66,0.18,0.03,0.05,0.04,0.01,0.01,0,0,0.01,0.01,0,0,0,0
0.660927249,0.180962369,0.028046728,0.052679072,0.042923689,0.010584591,0.013730703,0,0,0.004975246,0.005170353,0,0,0,0
0.503496503,0.098901099,0.013986014,0.162837163,0.154845155,0.022977023,0.021978022,0.001998002,0,0.012987013,0.002997003,0.001998002,0,0.000999001,0
0.686,0.065,0.01,0.137,0.077,0.008,0.003,0.002,0,0.008,0.004,0,0,0,0
0.54,0.18,0.04,0.07,0.11,0.02,0.02,0,0,0.01,0.01,0,0,0,0
0.543065059,0.180504482,0.04396241,0.067495229,0.105768385,0.017714265,0.016783296,0.001093888,0.000804253,0.008714901,0.014093831,0,0,0,0
0.591519973,0.016861218,0.001217126,0.212801741,0.140308227,0,0,0,0,0.023126985,0.01416473,0,0,0,0
0.488341967,0.072940421,0.005462859,0.146037799,0.212758125,0.009312436,0.017472841,0,0,0.021053538,0.026620014,0,0,0,0
0.491532881,0.070797179,0.005936912,0.148275063,0.197279368,0.009292933,0.024316524,0,0,0.024094602,0.028474537,0,0,0,0
0.185744961,0.072429736,0.012227261,0.082434098,0.303528351,0.027276728,0.115279915,0.004714798,0.005583955,0.028568431,0.144252928,0.006850354,0.011108486,0,0
0.172317795,0.105361834,0.016985459,0.061525978,0.267332664,0.022828608,0.175699627,0.004538874,0.011486961,0.028117069,0.104430618,0.005826084,0.02354843,0,0
0.914021393,0.009065551,0.001867507,0.061194154,0.007880706,0.000682733,0.000247601,0.000548576,8.09962E-05,0.003702405,0.000708378,0,0,0,0
0.914977216,0.008655531,0.000832489,0.061993853,0.007573375,0.000745009,0.000217772,0.000209847,4.09156E-05,0.00426805,0.000485943,0,0,0,0
0.906902545,0.008557791,0.000718536,0.068004771,0.008607833,0.000839599,0.000335718,0.000313015,3.88967E-05,0.005083888,0.000597407,0,0,0,0
0.705192532,0.017612651,0.003670732,0.120631414,0.124641357,0,0,0,0,0.011690617,0.016560697,0,0,0,0
0.648710118,0.033611703,0.002200592,0.139161037,0.146158269,0,0,0,0,0.013087243,0.017071039,0,0,0,0
0.479363005,0.091453177,0.011300755,0.147626334,0.173834155,0.01006179,0.028158795,0,0,0.018546101,0.039655888,0,0,0,0
0.641584474,0.029864005,0.004467056,0.172379186,0.110443925,0,0,0,0,0.018539553,0.022721802,0,0,0,0
0.654124661,0.051992552,0.009171819,0.152074602,0.09231834,0.005378643,0.012016104,0,0,0.014011821,0.008911456,0,0,0,0
0.679564563,0.021239911,0,0.165761878,0.107797244,0,0,0,0,0.018198229,0.007438175,0,0,0,0
0.767342137,0.048361379,0.015263867,0.104277288,0.064755329,0,0,0,0,0,0,0,0,0,0
0.706281271,0.008436719,0,0.184916186,0.070331395,0,0,0,0,0.02295242,0.007082009,0,0,0,0
0.676982548,0.105825423,0.025899399,0.108850364,0.046356352,0.009198498,0.010990892,0.000944028,0.000425906,0.007837534,0.006139104,0.000138241,0.00041171,0,0
0.674713633,0.10208345,0.018932641,0.111358489,0.053789181,0.007337741,0.011465874,0.000719389,0.000461787,0.010320198,0.00768871,0.000220644,0.000609936,0.000257696,4.06313E-05
0.739370305,0.062116743,0.012888306,0.105411857,0.045033048,0.004665169,0.008306699,0.001267341,0.000406115,0.010497267,0.007455986,0.000358949,0.000862149,0.001224054,0.000136012
0.822,0.008,0.003,0.118,0.039,0.001,0,0,0,0.008,0.001,0,0,0,0
0.521478521,0.027972028,0.052947053,0.295704296,0.032967033,0.014985015,0.005994006,0.018981019,0,0.025974026,0.000999001,0.000999001,0,0.000999001,0
0.584584585,0.037037037,0.087087087,0.239239239,0.02002002,0.006006006,0.003003003,0.006006006,0,0.017017017,0,0,0,0,0
0.671,0.015,0.003,0.245,0.027,0.004,0.002,0.002,0,0.03,0.001,0,0,0,0
