1302,1300,1298,1296,1292,1292iso,1022,1020,1018,1036 5',1034 5' ,1032 5' ,1050 5',1048 5',1046 5'
0.0380,0.0024,0.0012,0.0005,0.0013,0.0002,0.9063,0.0031,0.0008,0.0284,0.0000,0.0000,0.0019,0.0000,0.0000
0.0668,0.0035,0.0022,0.0015,0.0064,0.0005,0.8307,0.0028,0.0005,0.0411,0.0000,0.0000,0.0007,0.0000,0.0000
0.0205,0.0093,0.0120,0.0062,0.0047,0.0006,0.8946,0.0021,0.0012,0.0275,0.0000,0.0000,0.0011,0.0000,0.0000
0.0822,0.0098,0.0080,0.0052,0.0095,0.0025,0.8019,0.0039,0.0019,0.0324,0.0000,0.0000,0.0027,0.0000,0.0000
0.0489,0.0035,0.0020,0.0010,0.0009,0.0003,0.8829,0.0038,0.0009,0.0325,0.0030,0.0000,0.0000,0.0000,0.0000
0.0664,0.0065,0.0075,0.0032,0.0085,0.0012,0.8643,0.0000,0.0000,0.0098,0.0000,0.0000,0.0000,0.0000,0.0000
0.0356,0.0053,0.0034,0.0019,0.0314,0.0007,0.8200,0.0000,0.0000,0.0334,0.0000,0.0000,0.0014,0.0000,0.0000
0.2571,0.0110,0.0030,0.0011,0.0104,0.0013,0.4727,0.0000,0.0000,0.0227,0.0000,0.0000,0.0000,0.0000,0.0000
0.0562,0.0092,0.0059,0.0029,0.0045,0.0006,0.8849,0.0000,0.0000,0.0105,0.0000,0.0000,0.0000,0.0000,0.0000
0.0599,0.0102,0.0094,0.0055,0.0065,0.0008,0.8682,0.0000,0.0000,0.0140,0.0000,0.0000,0.0000,0.0000,0.0000
0.1383,0.0108,0.0131,0.0125,0.0101,0.0012,0.7173,0.0038,0.0028,0.0169,0.0000,0.0000,0.0017,0.0000,0.0000
0.1101,0.0281,0.0312,0.0206,0.0211,0.0042,0.7127,0.0000,0.0000,0.0084,0.0000,0.0000,0.0000,0.0000,0.0000
0.1136,0.0124,0.0166,0.0066,0.0348,0.0080,0.7199,0.0000,0.0000,0.0095,0.0000,0.0000,0.0000,0.0000,0.0000
0.3435,0.0104,0.0023,0.0030,0.0031,0.0000,0.4559,0.0000,0.0000,0.0081,0.0000,0.0000,0.0000,0.0000,0.0000
0.2016,0.0149,0.0069,0.0049,0.0218,0.0039,0.5754,0.0000,0.0000,0.0105,0.0000,0.0000,0.0000,0.0000,0.0000
0.1181,0.0085,0.0083,0.0047,0.0156,0.0041,0.7689,0.0000,0.0000,0.0138,0.0000,0.0000,0.0000,0.0000,0.0000

0.0384,0.0177,0.0132,0.0016,0.0006,0.0000,0.9264,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0135,0.0034,0.0051,0.0000,0.0000,0.0000,0.9534,0.0000,0.0000,0.0103,0.0000,0.0000,0.0000,0.0000,0.0000
0.0115,0.0068,0.0048,0.0024,0.0000,0.0000,0.9635,0.0011,0.0012,0.0050,0.0000,0.0000,0.0000,0.0000,0.0000
0.0268,0.0012,0.0025,0.0000,0.0000,0.0000,0.9340,0.0040,0.0099,0.0050,0.0000,0.0000,0.0000,0.0000,0.0000
0.0241,0.0038,0.0025,0.0014,0.0000,0.0000,0.9502,0.0000,0.0000,0.0088,0.0000,0.0000,0.0000,0.0000,0.0000
0.0085,0.0011,0.0021,0.0012,0.0000,0.0000,0.9705,0.0008,0.0020,0.0063,0.0000,0.0000,0.0000,0.0000,0.0000
0.0088,0.0022,0.0025,0.0000,0.0000,0.0000,0.9804,0.0000,0.0000,0.0047,0.0000,0.0000,0.0000,0.0000,0.0000
0.0132,0.0081,0.0056,0.0024,0.0000,0.0000,0.9655,0.0000,0.0000,0.0052,0.0000,0.0000,0.0000,0.0000,0.0000
0.0122,0.0065,0.0018,0.0000,0.0000,0.0000,0.9622,0.0012,0.0044,0.0058,0.0000,0.0000,0.0000,0.0000,0.0000
0.0059,0.0007,0.0007,0.0000,0.0004,0.0000,0.9757,0.0053,0.0039,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000
0.0277,0.0060,0.0046,0.0024,0.0018,0.0000,0.9234,0.0058,0.0048,0.0101,0.0000,0.0000,0.0000,0.0000,0.0000

0.0593,0.0071,0.0083,0.0050,0.0824,0.0151,0.5601,0.0440,0.0045,0.0331,0.0016,0.0000,0.0022,0.0000,0.0000
0.0301,0.0071,0.0098,0.0060,0.0976,0.0103,0.5297,0.0694,0.0069,0.0278,0.0025,0.0000,0.0045,0.0000,0.0000
0.0251,0.0034,0.0040,0.0030,0.0661,0.0070,0.6298,0.0618,0.0065,0.0273,0.0010,0.0000,0.0030,0.0000,0.0000
0.0588,0.0086,0.0111,0.0070,0.1215,0.0176,0.4568,0.0690,0.0079,0.0389,0.0010,0.0000,0.0031,0.0000,0.0000
0.0225,0.0044,0.0052,0.0038,0.0835,0.0191,0.6197,0.0582,0.0073,0.0308,0.0009,0.0000,0.0022,0.0000,0.0000
0.0091,0.0012,0.0013,0.0000,0.0202,0.0057,0.8372,0.0040,0.0025,0.0683,0.0000,0.0000,0.0018,0.0000,0.0000
0.0321,0.0017,0.0027,0.0018,0.0392,0.0058,0.8159,0.0128,0.0022,0.0253,0.0000,0.0000,0.0014,0.0000,0.0000
0.0171,0.0034,0.0050,0.0023,0.0553,0.0153,0.8165,0.0262,0.0000,0.0126,0.0000,0.0000,0.0000,0.0000,0.0000
0.0510,0.0104,0.0117,0.0077,0.1993,0.0468,0.1271,0.1701,0.0128,0.0667,0.0000,0.0000,0.0046,0.0000,0.0000
0.0229,0.0087,0.0160,0.0082,0.2055,0.0644,0.2971,0.0796,0.0089,0.0223,0.0171,0.0000,0.0000,0.0000,0.0000
0.0036,0.0005,0.0018,0.0006,0.0127,0.0035,0.8765,0.0223,0.0061,0.0317,0.0000,0.0000,0.0037,0.0000,0.0000
0.0657,0.0100,0.0181,0.0091,0.1152,0.0208,0.3633,0.0744,0.0090,0.0447,0.0038,0.0000,0.0036,0.0000,0.0000
0.1113,0.0132,0.0191,0.0091,0.1588,0.0311,0.4551,0.0109,0.0000,0.0154,0.0000,0.0000,0.0049,0.0000,0.0000
0.1659,0.0188,0.0240,0.0121,0.1953,0.0192,0.3067,0.0000,0.0000,0.0136,0.0000,0.0000,0.0028,0.0000,0.0000
0.1414,0.0119,0.0193,0.0115,0.1523,0.0134,0.4007,0.0244,0.0296,0.0285,0.0062,0.0104,0.0048,0.0022,0.0028
0.1701,0.0036,0.0118,0.0093,0.0366,0.0148,0.6568,0.0000,0.0000,0.0377,0.0000,0.0000,0.0000,0.0000,0.0000
0.1343,0.0160,0.0269,0.0112,0.1740,0.0122,0.3946,0.0015,0.0000,0.0278,0.0000,0.0000,0.0000,0.0000,0.0000
0.0792,0.0063,0.0171,0.0084,0.1405,0.0262,0.5072,0.0034,0.0000,0.0472,0.0000,0.0000,0.0020,0.0000,0.0000

0.1635,0.0276,0.0429,0.0301,0.1437,0.0643,0.2977,0.0049,0.0019,0.0150,0.0035,0.0038,0.0071,0.0000,0.0000
0.0806,0.0084,0.0159,0.0078,0.0762,0.0188,0.6747,0.0037,0.0027,0.0175,0.0000,0.0000,0.0013,0.0000,0.0000
0.747196603,0.026607392,0.007630549,0,0.048437396,0.005971734,0.029261496,0.01048371,0,0.071129985,0.013336872,0,0.039944264,0,0
0.089171486,0.029192042,0.036662627,0.011995889,0.222169384,0.010937428,0.107303379,0.083894522,0.016505852,0.211707497,0.093880869,0.010845388,0.068385771,0.006089985,0.001257881
0.184989365,0.030264357,0.031905196,0.012701307,0.17976299,0.011546642,0.101245822,0.054147675,0.018839259,0.173807353,0.066362808,0.006502583,0.096991796,0.030932847,0
0.029503106,0.007763975,0.013975155,0,0.063664596,0,0.096273292,0.133540373,0.02173913,0.147515528,0.063664596,0,0.422360248,0,0
0.129197272,0.029905561,0.033315845,0.01770724,0.225472193,0.011542497,0.11752361,0.079616999,0.021904512,0.180745016,0.075288562,0.008001049,0.069779643,0,0
0.427789563,0.034860699,0.039046811,0.017211144,0.266779805,0.02565408,0.033107057,0.020873992,0.003408287,0.065733277,0.03430915,0.003507283,0.022924622,0.00404469,0.00074954
0.206455319,0.04559461,0.081736042,0.022927874,0.380999634,0.016451663,0.036977072,0.033112237,0.008826448,0.078602392,0.046169113,0.00856531,0.029665222,0.003917063,0
0.033769654,0.00209124,0.001703973,0.00069708,0.011695453,0.00069708,0.113778948,0.094028348,0.011075827,0.391139339,0.175199442,0.014483774,0.129579428,0.01649756,0.003562853
0.030022447,0.004769921,0.005331089,0.002805836,0.037037037,0.00308642,0.464927048,0.033670034,0,0.365600449,0.015151515,0,0.037598204,0,0
0.025221729,0.009007761,0.012749446,0.006929047,0.043375831,0.004711752,0.294761641,0.09381929,0.059866962,0.296563193,0.073032151,0.016213969,0.05806541,0.005681818,0
0.013785661,0.008665785,0.009992363,0.003624786,0.084761198,0.002197818,0.410350181,0.140846787,0.018016371,0.214120532,0.058842722,0.005352924,0.026122841,0.002882619,0.000437412
0.01281477,0.010497205,0.012288936,0.00609578,0.123084114,0.006193156,0.183184996,0.217403159,0.043800027,0.144039574,0.154361501,0.023915711,0.047441915,0.011763102,0.003116054
0.017623682,0.011206976,0.011554226,0.007511879,0.123333126,0.004603289,0.355975817,0.087593082,0.007161661,0.263518266,0.060181104,0.002950141,0.040016858,0.006265341,0.000504551
0.026777285,0.01056412,0.009673322,0.007167166,0.141335884,0.008588053,0.181534746,0.189595847,0.03053495,0.160506877,0.153418126,0.011511378,0.049928642,0.016965952,0.001897652
0.007726006,0.00355237,0.003727599,0.002118678,0.032401434,0.002962963,0.149804859,0.220565512,0.028418957,0.206340104,0.201354042,0.014814815,0.097937077,0.025790522,0.002485066
0.0083167,0.005544467,0.006468544,0.003474532,0.044762327,0.004583426,0.129666593,0.203925482,0.031936128,0.205034376,0.207510904,0.013232794,0.108893324,0.024543506,0.002106897
0.013922761,0.006019819,0.00676072,0.003581021,0.050813447,0.0039206,0.141295959,0.189639737,0.026425462,0.219738832,0.199147964,0.011792671,0.102367796,0.02315315,0.00142006
0.004022526,0.004424779,0.002815768,0.001005632,0.017699115,0.000402253,0.721440064,0.050482703,0.00543041,0.168946098,0.007843926,0.001206758,0.011866452,0.001206758,0.001206758
0.003659267,0.002013277,0.002353357,0.00122429,0.014664272,0.000870606,0.642140059,0.089754054,0.016527914,0.187357166,0.018337142,0.00118348,0.019289368,0.000625748,0
0.008474708,0.004827169,0.006798392,0.00279386,0.040961088,0.001567666,0.653701088,0.075015133,0.010771881,0.166389868,0.013891691,0.000853679,0.013953777,0,0
0.018535805,0.017485665,0.026453527,0.014768636,0.043639152,0.01635218,0.801256834,0.006867582,0.005684091,0.039705294,0.00030004,0.000316709,0.008451127,0.000183358,0
0.016881083,0.014372074,0.016712693,0.006651399,0.04000943,0.003207827,0.86868959,0.007350217,0.003106793,0.020560401,0.000698818,0.000362038,0.001397636,0,0
0.006943936,0.00754634,0.010021084,0.00592636,0.018959468,0.000928029,0.927882385,0.003012024,0,0.018780375,0,0,0,0,0
0.019856049,0.017809033,0.025145272,0.016527998,0.069519282,0.006273111,0.787037771,0.015266772,0.009766244,0.027390386,0.001479134,0.002430005,0.001498943,0,0
0.010185888,0.007894476,0.009561858,0.005873807,0.031241127,0.002690923,0.878287714,0.008894905,0.005381847,0.036652689,0.000838644,0.000960808,0.001535312,0,0
0.006214174,0.002035616,0.002261001,0.00099366,0.005695432,0.000310351,0.831103785,0.020215743,0.00181202,0.118217781,0.002692093,0.000272787,0.006901955,0.001273602,0
0.010447173,0.002506195,0.004956071,0.008701284,0.003182023,0,0.869058346,0.015318765,0.006814598,0.074031313,0,0,0.004984231,0,0
0.005757052,0.002590674,0,0,0.002446747,0,0.911197467,0.010362694,0.00935521,0.054260219,0,0,0.004029937,0,0
0.006606607,0.002402402,0.000600601,0.005405405,0.002402402,0,0.879279279,0.007207207,0.001201201,0.087087087,0.001201201,0.001201201,0.005405405,0,0
0.016383676,0.004468275,0,0,0.011021746,0,0.792374144,0.019660411,0,0.148048853,0,0,0.008042895,0,0
0.008557642,0.007765965,0.012949559,0.005579432,0.001470256,0,0.866263289,0.035964714,0.005824474,0.046803137,0.005334389,0,0.003487145,0,0
0.009307135,0.001678684,0.001756598,0.000524146,0.000807468,0,0.92195889,0.015837713,0.003435282,0.04033092,0.001444943,0,0.002918219,0,0
0.006102522,0,0,0,0.005593979,0,0.916395443,0.028173312,0,0.04007323,0,0,0.003661513,0,0
0.006713434,0.003168138,0.002677831,0.00184808,0.020178019,0.004035604,0.888851173,0.009391265,0.001320057,0.057969375,0.001056046,0,0.002790978,0,0
0.007319422,0.00211878,0.003146067,0.002953451,0.030369181,0.003852327,0.812006421,0.057399679,0.015730337,0.054638844,0.005714286,0.000642055,0.004109149,0,0
0.015380151,0.006867866,0,0,0.006674405,0,0.900367576,0.019346102,0,0.044786226,0,0,0.006577675,0,0
0.007422438,0.00368452,0.003631121,0.002723341,0.02798099,0.00320393,0.621028462,0.161798473,0.036845197,0.097025685,0.022747904,0.001281572,0.00961179,0.000800983,0.000213595
0.01064396,0.004181556,0.006386376,0.003953471,0.072936466,0.013685091,0.693453965,0.084340708,0.0187283,0.071289186,0.015002914,0,0.005398008,0,0
0.019658215,0.01317994,0.017536021,0.007483525,0.023790908,0.002680666,0.634200827,0.024907852,0,0.213112923,0.012621468,0,0.030827656,0,0
0.01895344,0.012831832,0.018070516,0.00547413,0.009241274,0.00364942,0.660545059,0.034904938,0.012360939,0.181117193,0.011478015,0.006769086,0.024604156,0,0
0.012097905,0.004945452,0.006532426,0.002347245,0.026484005,0.000686458,0.697884527,0.013190333,0.002192238,0.207096355,0.006259319,0.001476254,0.018807482,0,0
0.055768592,0.027144539,0.036414143,0.013255231,0.232978049,0.013708143,0.078685951,0.042996467,0.004408346,0.300975271,0.040671518,0.003411939,0.145022495,0.004559316,0
0.068162711,0.01409817,0.023669404,0.01416284,0.13736015,0.015908944,0.10140335,0.064023799,0.004009571,0.320830369,0.054452564,0,0.181918127,0,0
0.209503828,0.02454974,0.030407891,0.013977821,0.2034277,0.017846925,0.061551456,0.025694123,0.002207024,0.247704422,0.03403177,0,0.124519768,0.004577532,0
0.074452066,0.034632759,0.049188556,0.023255814,0.412246947,0.027940438,0.060398193,0.034632759,0.004015392,0.16513301,0.036975071,0.002175004,0.07077129,0.0041827,0
0.226745718,0.068379447,0.080895916,0.027272727,0.392226614,0.01884058,0.024769433,0.010935441,0,0.083135705,0.019235837,0,0.044400527,0.003162055,0
0.088147579,0.04264412,0.053712529,0.030345888,0.395449654,0.044212145,0.047009992,0.023489623,0.002121445,0.160338201,0.028501153,0.001906226,0.077417371,0.004704074,0
0.074922038,0.037776813,0.053013855,0.024079264,0.334899143,0.018829195,0.042118975,0.009434335,0.000907907,0.24387163,0.027395097,0,0.128330636,0.004421111,0
0.111071976,0.043508888,0.051091866,0.01872954,0.317614884,0.017652178,0.056043592,0.009551237,0.000600837,0.229975552,0.025525214,0.000725148,0.113454606,0.0039158,0.000538681
0.117915571,0.037767896,0.048642974,0.021443484,0.295372784,0.025265095,0.049279909,0.014625919,0.002323634,0.223776554,0.031127257,0.002170298,0.124803907,0.004788809,0.000695911
0.094337641,0.010330217,0.014742445,0.008369226,0.121756487,0.015582869,0.099555275,0.058619603,0.005322688,0.316174668,0.078439612,0.003361698,0.161886753,0.011520818,0
0.035947798,0.019374039,0.020422517,0.00972935,0.169475631,0.011741645,0.076109042,0.062394175,0.005854542,0.255691735,0.145549506,0.004154836,0.164825862,0.017804579,0.000924744
0.012779068,0.006481587,0.005799314,0.003443851,0.046307878,0.002404198,0.160274425,0.06724714,0.010450679,0.393297487,0.102958138,0.007125955,0.171851395,0.008273905,0.001304981
0.016235749,0.007125407,0.008635315,0.0040038,0.061566911,0.003664495,0.106253393,0.061346363,0.003918974,0.342630293,0.143543024,0.004546688,0.220259908,0.01626968,0
